Passive Certificate Analysis,"Collecting host certificates from network traffic or other passive sources like a certificate transparency log and analyzing them for unauthorized activity.   Certificates are analyzed outside of a TLS server connection using third-party secure update logs, domain name analysis and analytics.  Certificate Logs The key enabling feature is a secure service that maintains record logs of certificate activities. The logs allow users to only append certificates and never to delete or modify the log entries. The logs use Merkle Tree Hashes to ensure they have not been tampered with. The logging service also allows for public auditing by any user.  The logging service, upon receipt of a certificate to log, will respond with a signed certificate timestamp (SCT). The SCT guarantees the certificate will be added to the log within the time specified. The SCT must be present with the certificate during a TLS handshake.  Certificate Monitoring Certificate monitoring, of the logs, is typically done by the CA and they watch for suspicious certificate logging and unusual certificates or extensions or permissions. Monitors are also responsible for verifying the logs are accurate and public.  Certificate Auditors Log integrity is verified by log auditors. Auditors make use of log proofs are used to validate the cryptographic hashes (Merkle Trees) that the log employs are consistent. In order to ensure consistency throughout multiple monitors and auditors, sharing a common logging service, gossip protocol is employed.    A curated corpus of known benign domains and phishing domain names is used as training text for machine learning. Through the use of feature set extraction, vectors labels are created with scoring to indicated if they are considered benign or phishing domains.   A stream of new or updated SSL certificates with fully qualified domain names (FQDN) is analyzed against the feature vectors and a predictive model determines a score for the domains. The scoring considers distance measures such as Levenshtein distance to help in determining the final label score. Supervised learning is also employed using the curated domains of benign and phishing domains.  Subdomain phishing analysis, prepending a trusted domain to a phishing domain, and regular expression comparisons  are also used in the label scoring model. A tunable measure is used to determine the threshold for alerting. This measure helps to balance between precision and recall measures.    Some entity will need to run the logging service and a trusted entity is preferred. Certificate Authorities will likely need to monitor the logging service for consistency. Certificate revocation is unchanged and remains outside of Certificate Transparency, but certificates needing to be revoked are visible.  Technique dependent of reliable feed of new and updated certificates Some certificate authorities allow for certificates to be registered with wildcards in the FQDN and thus will fail some of the subdomain scoring Phishing HTTP domains will not be discovered "
Client-server Payload Profiling,"Comparing client-server request and response payloads to a baseline profile to identify outliers.   Profiling request and response payloads across multiple clients to a single server to develop a baseline of their characteristics. May take into account request/response sizes, entropy, frequency, and rhythm. Finally, identify outliers as they may indicate a malicious payload delivery and subsequent server exploitation.  Collecting metrics to establish a profile can be challenging since user behavior can change easily.  Employees may work different hours or inconsistent schedules which will cause false positives. Collection of network activity to generate metrics is a computationally intensive process. Users may log into different workstations which may cause false positives. "
Connection Attempt Analysis,"Analyzing failed connections in a network to detect unauthorized activity. Connection Attempt Analysis in multiple ways.  One approach looks for failed connection attempts against unallocated IP space. First, network traffic is captured to map out the network to identify network assets as well as unallocated IP space. The map is then used to determine if connection attempts are being made to the unallocated IP space.   Another approach passively inspects network traffic with application protocol analyzers observing network activity characteristics such as volume of packets sent/ received, TCP session attributes, and connection information between hosts (start time, source/destination host, services, etc.). Then using pattern matching to identify traffic which appears to be probing for network hosts.  Implementations that rely on analysis of unallocated IP address space increase in their complexity with network size and decentralized network infrastructure. Inventory of unallocated IP space should should be continuously updated to mitigate the risk of false positives. IPv6 also introduces challenges including IPv6 traffic bypassing IPv4 specific protection systems (ex. firewalls and IDS) and complexity in managing both IPv6 and IPv4 addresses. "
DNS Traffic Analysis,"Analysis of domain name metadata, including name and DNS records, to determine whether the domain is likely to resolve to an undesirable host.. This technique can be accomplished in a number of ways.   One example analytic determines whether or not a domain name was generated with an algorithm. Domain generation algorithms (DGAs) are sometimes used to create a domain name automatically  that will resolve to C2 infrastructure, without directly coding the domains in question into the malicious code.  Another method analyzes information about domains that have been visited, including whether a domain name is longer than a common length,  if a dynamic DNS domain was visited, if a fast-flux domain was visited, and if a recently created domain was visited. These factors are used to develop a score and if that score is over a certain threshold, an alert is generated.  Collected malware samples can be executed in a virtual environment to identify network domains that are connected to during execution. The network domains are then generated into signatures to identity bad domains for other hosts.  This technique does not check for content hosted at the domain.  DNS produces a large amount of traffic which can be resource-intensive to analyze in real time. If a server is compromised, for example, as part of a watering hole attack, but the DNS information pointing to that server is not altered, this technique would not catch such an incident. "
File Carving,"Identifying and extracting files from network application protocols through the use of network stream reassembly software.   Protocol stream reassembly software recreates a directional byte stream by analyzing captured network packets. Once the stream is reassembled pattern matching is applied to determine if it contains a file of interest. Files of interest range from executable, archive, or document file formats. Once the file is captured, it is then processed with standard File Analysis Techniques. Example network protocols include HTTP, SMTP, FTP, HTTP/2, and TLS/HTTP/Dropbox.  This is an error prone process due to the intricacies of network protocols and network packet capture.  For example reassembly may be done in real-time or streaming fashion, or packets may be written to disk, then bulk processed.  The packets may arrive out of order, with fragmentation, duplicates, or re-transmissions.  The reassembly software must compensate for the imperfect packet stream in order to recreate the well formed file which was transmitted. File type identification can be a difficult process which can be exploited by adversaries. "
Inbound Session Volume Analysis,Analyzing inbound network session or connection attempt volume.   Network appliances are configured to alert on certain packets that typically are involved in DoS attacks. Typical packets include ICMP packets and SYN requests that are commonly used to flood networks. A sampling period is used to define a time window in which collected counts of the identified packets can be measured. If the collected number of packets exceeds a predefined limit then an alert is generated. Scalability as volume of attacks increase; single servers may not have the memory and storage resources to handle high volumes of network traffic.
IPC Traffic Analysis,"Analyzing standard inter process communication (IPC) protocols to detect deviations from normal protocol activity. Inter process communication enables applications or threads to share data. This can involve one or more computers. Monitoring IPC in your environment can reveal abnormal or malicious activity. IPC can occur within a single computer or between multiple computers remotely through network protocols. Thus there are multiple ways to collect and monitor these exchanges between processes. A network protocol analyzer may monitor and parse SMB network traffic to record system activity. A host based monitoring agent may monitor IPC activity contained within a single host to look for deviations from standard usages.  SMB Zeromq Java RMI API   IPC can generate substantial amounts of data, and it may not be feasible to collect all of it.  IPC may occur over loopback interfaces or direct memory access granted by the operating system. "
Network Traffic Community Deviation,"Establishing baseline communities of network hosts and identifying statistically divergent inter-community communication.   Hosts/users within a computer network are analyzed to identify communities of hosts which frequently communicate. Future communications between communities that don't usually communicate can then be detected.  For example, if a community of hosts that communicate in support of a company's finance division suddenly starts to access the code server usually accessed only by engineers, this may indicate unauthorized activity.  Potential for false positives in very dynamic network environments. Attackers that move low and slow may not differentiate their behavior enough to trigger an alert. "
Per Host Download-Upload Ratio Analysis,"Detecting anomalies that indicate malicious activity by comparing the amount of data downloaded versus data uploaded by a host.   Aggregate pull vs. push ratios from metadata are used to develop a baseline for a given host over a specific time period, e.g., over a three-hour period, one day, one week, etc. Anomalies identified over a threshold produce an alert.  Collection and analysis of large network packet captures requires large storage and intensive computing power. The time windows used to calculate the ratio may vary in implementations, this consideration should take into account a threat model and likely effects (impacts) delivered by an adversary."
Protocol Metadata Anomaly Detection,"Collecting network communication protocol metadata and identifying statistical outliers.   Network protocol metadata is first collected and processed in real-time or post-facto. Metadata may include packet header information or information about a session (ex. time between requests/responses). Metadata is then grouped based on shared characteristics and those groups are compared to each other. If particular metadata differs significantly from other data, an alert is generated, identifying the network event as anomalous. Anomalous activity may indicate unauthorized activity. Metadata collection on enterprises can yield large data sets. Storage, indexing, querying, and aging should be considered prior to implementation."
Relay Pattern Analysis,"The detection of an internal host relaying traffic between the internal network and the external network. A relay may use a variety of proxying, forwarding, or routing technologies to bridge a protected network with an external network. A defensive analytic to detect a relay network may compare the network sessions among multiple hosts. Hosts which have nearly similar network statistics may be part of a relay network. The statistics may include number of bytes sent to and from, time of session initiation, packet size, or packet arrival time data. Complex intranet VPNs or routing encapsulation may affect the detection analytics.  In addition, unwanted packets might not be forwarded, and additional packets may be added at the relay, further complicating detection."
Remote Terminal Session Detection,"Detection of an unauthorized remote live terminal console session by examining network traffic to a network host.   An external attacker takes remote control of a host inside a company or organization's network and manually directs offensive techniques. Nonstandard terminal sessions and abnormal behaviors are analyzed in this technique. Abnormal behavior detection includes analysis of user input patterns in the real-time session, keyboard output and packet inspection. Network traffic from internal hosts is the main concern and focus for the traffic inspection. The network traffic is collected into inspection groups. The groups of traffic are assembled into distinct pair flows (outbound/inbound) and the pair flows are further divided into sessions. Only sessions originated inside of the network are considered for the inspection. Traffic inspection includes analysis to determine if a human is involved in the session exchanges. Time-based statistics are captured for each session being analyzed by the detection engine. Analysis algorithms look for patterns in the network traffic captured from the session data.  A detection engine groups the session traffic data, between the hosts, into rapid exchange instances. Analysis of rapid exchange traffic patterns can lead to the discovery of abnormal behavior which is indicative of a compromised internal host. The analysis algorithms look for patterns in the traffic which correlate to known activity (e.g., relay attacks, bot activity, bitcoin mining). Some metrics used during inspection include the following.  Number of rapid-exchange instances Time interval between packets Fixed cadence of traffic Rhythm and direction of the initiation of instances Volume of data flowing from internal to external controlling host Data transfer characteristics Variability in length of silent periods   Full packet capture is required which can be process intensive to analyze Attackers that move low and slow may blend in with existing traffic resulting in false negatives "
RPC Traffic Analysis,"Monitoring the activity of remote procedure calls in communication traffic to establish standard protocol operations and potential attacker activities. A remote procedure call (RPC) enables one computer to execute a specific function on another computer, as if it were a local application process. There are numerous RPC specifications and implementations. RPC capabilities can be abused by attackers in order to achieve a variety of tactical objectives including execution, persistence, initial access, and more. RPC proxies may be used to collect and store RPC traffic. RPCs can occur over network sockets or named pipes. Analytics look for unauthorized behavior such as:  Processes being launched or scheduled remotely System configurations being changed remotely Unauthorized file read activity  Example RPC Protocols:  DCE/RPC CORBA Open Network Computing Remote Procedure Call D-Bus XML-RPC JSON-RPC SOAP Apache Thrift   RPC is widely used in enterprise environments, and significant data filtering may be required in large environments to enable analytic processing. RPC traffic may occur over a pipe, or within a host over loopback interface, thus making network collection difficult. "
Platform Monitoring,"Monitoring platform components such as operating systems software, hardware devices, or firmware.   Platform monitoring consists of the analysis and monitoring of system level devices and low-level components, including hardware devices, to detect unauthorized modifications or suspicious activity.   Monitored platform components includes system files and embedded devices such as:    Kernel software modules Boot process code and load logic Operating system components and device files System libraries and dynamically loaded files Hardware device drivers Embedded firmware devices   "
Firmware Behavior Analysis,"Analyzing the behavior of embedded code in firmware and looking for anomalous behavior and suspicious activity. Firmware behavior analysis provides protections by ensuring that installed firmware has not been tampered with or modified. Firmware analysis applies to mutable firmware and immutable read-only memory (ROMs). Firmware in deployed network devices is typically not analyzed and monitored for vulnerabilities and thus is subject to potential attacks. This technique makes use of known and measured behavioral attributes, including timing attributes, of analyzed firmware on deployed devices.  A behavioral method that employs known timing measurements may use the timing results from a challenge and response protocol to detect the presence of malware in embedded firmware. Firmware device timing measurements are made, specific to the installed device, and are used in the verifying function. The original firmware image is modified by injecting a monitoring software component into the embedded firmware code. The injected software components will allow for a software root of trust, the challenge and response protocol, to be implement in the firmware.  A challenge-response is issued and includes a nonce so that replays are not allowed. The firmware will calculate a checksum over all of memory, including the nonce, and return the result. The verification system will compare the computed checksum and the time it took for the computation of the checksum to determine if the firmware has been modified.   The firmware code will need to be modified to include the behavioral monitoring functionality. This technique is sensitive to the device the embedded firmware is hosted on and it is expected that the devices and firmware will need to be profiled and analyzed to determine timing estimation. This technique is not expected to be one hundred percent correct as you would expect in a hardware root of trust solution and may require some tuning. "
Firmware Embedded Monitoring Code,"Monitoring code is injected into firmware for integrity monitoring of firmware and firmware data.   Firmware in deployed network devices is typically not monitored for malicious changes. This technique provides a method to embed a software security component into the deployed firmware which provides a near real-time monitoring hook. The exception handling code, in the firmware, is typically used to expose any detected vulnerabilities. The injected software components provide a feature similar to intrusion detection systems for the firmware by detecting unauthorized modifications of the embedded firmware. The integrity of static code and firmware data are monitored continuously in the hosted devices. Comparisons are made to monitored elements like firmware memory addresses and data segments. Memory pages are scanned and if a modification is detected the software component may lock the page. This will protect subsequent attempted modifications to the firmware. The software component may utilize the exception handling code and thus be able to disclose the exact address of the modified memory. The injected software components are inserted during the firmware imaging process. The injected software is assumed to have knowledge of both the embedded code and the current execution state of the host program. The injected software will monitor and alert, in near real-time, on potential suspicious activity. The injected code is run alongside of the embedded code in the host. The injected software operates as an independent entity and is not dependent on the host software.  Finally, this technique may implement other countermeasure techniques as part of their analytical processes. These should be identified by referencing other countermeasure techniques directly as necessary.  The firmware code will need to be modified and re-hosted on the device. Exposing monitoring hooks to the injected code may introduce additional risk. "
Firmware Verification,Cryptographically verifying firmware integrity.   Cryptographic hash values are computed for system and peripheral firmware. The hash values are compared against precomputed hash values for the identified firmware. A hash value mismatch may indicate that the firmware may have been tampered with or updated with a non-current release indicating a misconfiguration for the system.  Requires cryptographically computed hash values of firmware  Requires storage of precomputed firmware hash values 
Peripheral Firmware Verification,"Cryptographically verifying peripheral firmware integrity.   How it works   Peripherial firmware is collected and  analyzed on a host either periodically or on demand. This information may be collected for future comparisons.   Changes in firmware hash values may indicate that the firmware has been tampered with or that firmware images are not maintained to current baselined versions, or even known vulnerable versions are deployed.     Trust baselines will need to be generated for specific devices Changes to trusted configurations will need to be managed across the enterprise "
System Firmware Verification,Cryptographically verifying installed system firmware integrity.   Cryptographic hash values are computed for system firmware. The hash values are compared against precomputed firmware hash values to determine if the firmware has been tampered with. When system firmware verification fails a set of predefined responses is typically invoked. The responses may direct the system to disable some devices or operations.  Requires the use of system provided security modules Secure hash values will need to be computed for firmware 
Operating System Monitoring,"The operating system software, for D3FEND's purposes, includes the kernel and its process management functions, hardware drivers, initialization or boot logic. It also includes and other key system daemons and their configuration. The monitoring or analysis of these components for unauthorized activity constitute Operating System Monitoring.   ""An operating system (OS) is system software that manages computer hardware and software resources and provides common services for computer programs."" [1] Operating System Monitoring Techniques have varied implementations including built-in kernel modules, third-party privileged system daemons, or even standard systems administration tools included with an operating system.  http://dbpedia.org/resource/Operating_system "
Endpoint Health Beacon,"Monitoring the security status of an endpoint by sending periodic messages with health status, where absence of a response may indicate that the endpoint has been compromised. Endpoints are configured to periodically generate and transmit a secure heartbeat that is delivered on a configured schedule and provides endpoint status information. Status information can include software details (version, configuration, etc), endpoint identification (MAC, IP address, machine ID) or other hardware/software configuration information. Interruption of the heartbeat can signal that the endpoint has been compromised.   Security of heartbeat messages to ensure message integrity Disappearance of the heartbeat could simply mean that the endpoint is powered off or intentionally disconnected from the network. Therefore other criteria may need to be used to accurately detect endpoint compromise. Attacker presence on the machine may leave the heartbeat intact. An attacker may determine the format of the heartbeat and continue to send it even after the machine is compromised. "
Input Device Analysis,"Operating system level mechanisms to prevent abusive input device exploitation.   Input Device Hardening techniques filter certain commands, or disable related operating system functionality. All of these values can be analyzed and compared to a baseline:  Amount of input Duration of a single input Durations between inputs Value of input  Context can also include:  User which is logged in, to include attributes such as physical location of the user Date and time System which is processing the input Source device of input, to include its properties (eg. manufacturer), configuration (eg. keyboard layout) and behavioral attributes of this device (eg. first use) Source system of input (local or remote system) Other hardware devices attached to the system  Actions can include:  Disabling the source device  Sending an alert Locking the current session (eg. system screen lock, or returning to an authentication screen in a web app) and requiring one or more methods of authentication to continue Administratively disabling credentials for the account or the entire account -- the technique Account Locking  A malicious input device sends many keystrokes with approximately the same delay between each.  This does not match the normal cadence of input, and the device is disabled. Input to type the session user's name takes abnormally longer for each keystroke.  The system is locked to the password prompt screen. A system receives key press events from two different devices -- one device sends keystrokes after the other has been idle for a long time. A system receives physical input in a user session, while that user has sent input from a device located out of the country in the past hour. Network traffic is suddenly routed through a new external device, and nearly the same volume of network traffic is subsequently sent out the previously existing interface.  The new external device is disabled, and an alert is raised to investigate the network configuration for a potential compromise.  Given some example of legitimate behavioral input patterns, attackers could mimic those input patterns, a technique which has been used in popular culture in the creation of Deepfake videos and This Person Does Not Exist."
Memory Boundary Tracking,"Analyzing a call stack for return addresses which point to unexpected  memory locations.   This technique monitors for indicators of whether a return address is outside memory previously allocated for an object (i.e. function, module, process, or thread). If so, code that the return address points to is treated as malicious code. Kernel malware can manipulate memory contents, for example modifying pointers to hide processes, and thereby impact the accuracy of memory allocation information used to perform the analysis."
Scheduled Job Analysis,"Analysis of source files, processes, destination files, or destination servers associated with a scheduled job to detect unauthorized use of job scheduling. Scheduled job execution can be utilized by adversaries for the purpose of persistence, conducting remote execution, or gaining privileges. Details of a scheduled job such as associated source files, processes, destination files, or destination servers are first identified and analyzed and then compared against an anti-malware signature database, whitelist, or reputation server. For example, a file associated with a scheduled job to be executed at a specified time or a remote server that is accessed as part of a scheduled task is compared against an anti-malware signature database, whitelist, or reputation server, and if a match is found, execution is denied and an alert is generated. In addition to traditional scheduled jobs, triggers can be set to execute a specific command after detecting a specific event in the system, such as with WMI Event Subscriptions in Windows. Jobs can be scheduled in many different and sometimes creative ways through operating system capabilities."
System Daemon Monitoring,"Tracking changes to the state or configuration of critical system level processes.   Attackers may manipulate system settings or services to disable system logging or monitoring of security tools and events. Firewall and antivirus services are popular targets for attackers. Disabling system logs will also allow an attacker's actions to go unnoticed. Analysis of logs, registries, and process monitoring help defenders locate signs of tampering. Two possible approaches are to monitor hardened system services or to monitor registry updates for modifications to security settings."
System File Analysis,"Monitoring system files such as authentication databases, configuration files, system logs, and system executables for modification or tampering.   This technique ensures the integrity of system owned file resources. System files can impact the behavior below the user level.  Need to manage the size of log file analysis. False positives are a concern with this technique and filtering will need to be given additional thought. A baseline or snapshot of file checksums should be established for future comparison. "
Service Binary Verification,Analyzing changes in service binary files by comparing to a source of truth.   System service applications may originate from the operating system installation or third-party applications installed with administrative privileges. These services have an entry point of some executable file-- a binary or a script. Attackers sometimes modify these executables to launch their own code. Analyzing changes in these files may uncover unauthorized activity.  These files change for legitimate reasons when the system or software updates. The source of truth must not be corrupted in order for this method to work. 
System Init Config Analysis,Analysis of any system process startup configuration.
User Session Init Config Analysis,Analyzing modifications to user session config files such as .bashrc or .bash_profile.
Process Analysis,"Process Analysis consists of observing a running application process and analyzing it to watch for certain behaviors or conditions which may indicate adversary activity. Analysis can occur inside of the process or through a third-party monitoring application. Examples include monitoring system and privileged calls, monitoring process initiation chains, and memory boundary allocations.  "
Database Query String Analysis,"Analyzing database queries to detect SQL Injection.   Some implementations use software hooks to intercept function calls related to database query operations. Other implementations might intercept or collect network traffic. The database query string is then extracted and analyzed with various methods, for example:  Detecting specific administrative SQL commands Anomalous sequences of commands when compared to a statistical baseline. Anomalous commands for a given user role.  Some capabilities sanitize queries before permitting them to be transmitted to the database. This incurs risks such altering data in an undesired way or breaking application functionality."
File Access Pattern Analysis,"Analyzing the files accessed by a process to identify unauthorized activity.   File modifying malware such as wipers and ransomware are detected by identifying file access patterns that are associated with a malicious process. Examples of file access patterns include accessing a large number of files, accessing multiple file types, files being accessed located in multiple locations in a directory, and copying a file and encrypting the contents of that file into a copy. Certain file access actions may not be statistically different from authorized activity."
Indirect Branch Call Analysis,"Analyzing vendor specific branch call recording in order to detect ROP style attacks.   This technique is used to detect an attacker attempting to exploit and execute code on a target system's call stack using return-oriented programming (ROP). Modern processors that have the ability to maintain a list of the branching calls, e.g., Intel's Last Branch Recording (LBR), can be used to track and analyze indirect branching calls that are indicative of malicious activity. In order to reduce the number of indirect branch calls to analyze to a manageable set it is assumed that malicious ROP activity will involve the use of system calls.  The technique observes indirect branch calls that are part of paths that lead to system calls, all others are ignored. Branching calls chained together is often referred to as gadgets and gadgets are often used in ROP attacks. Indirect branch calls that involve a transfer from user-space to kernel-space are of interest for this technique. Identification of potential ROP exploit execution includes:  Inspecting the LBR when a system function call is made  The LBR is configured to return only instruction of interest (ret, indirect jmp, indirect calls)     Behavior is analyzed for  Ret instructions that appear to target areas not preceded by the call sites Sequences of small code fragments that appear to be chained through the indirect branching calls (gadgets)     Of interest are returns that appear to not render control back after calls Typical ret-call are paired gadgets will appear to have ret followed by instruction of next instruction of the following gadget     May be operating system dependent since specific system calls are used to scope branching behavoir Processors need to support access to a Last Branch Recording list feature The size of the LBR stack can limit the expected size of the analyzed execution stack If processor does not support LBR then overhead costs for the analysis can be significant "
Process Code Segment Verification,"Comparing the ""text"" or ""code"" memory segments to a source of truth.   A process code segment is an executable portion of computer memory allocated to a particular process. Process Code Segment Verification implements verification to compare a process code segment to some expected value.  Verification can occur during application startup, or continuously during execution. The logic which verifies the process code may be separate in a third-party process, embedded in the application itself at compile time, or dynamically linked at runtime. Examples of systems of record:  On-disk application binary files or checksums Remotely stored binary data or checksums Embedded binary data or checksums  If the verification function determines a process code segment may have been altered, a capability may invoke Eviction techniques  as Process Termination to end the current process, or Executable Blacklisting to prevent the executable from launching in the future. False positives commonly occur in the case that the layout of code in the process segment is legitimately modified:   Operating system features or third-party security software may modify the layout of process code, for example in the defensive technique Segment Address Offset Randomization, or in the case that a module is rebased.  In both of these cases, the alteration occurs before the code is fully loaded into memory, and it would be possible to avoid the false positive by securely feeding this constant offset and any relocation data into the verification logic.  Process code segments may be written to modify themselves or other process code segments; however, this goes against widely-accepted current practices in software development.   False negatives can occur via alteration of the verification logic or source of truth, or insufficient verification logic.  Verification techniques which are executed only locally may be defeated by altering the local verification logic.  Verification that is run only on a recurring basis could be evaded if the malicious alteration is completed before verification is run.  Verification that requests an operation to be performed on a subset of the code segment could be evaded by performing that operation on a copy of the relevant bytes of the code segment.  Verification based on a system of record that can be altered may fail if that system of record is modifiable by a malicious user.  "
Process Self-Modification Detection,"Detects processes that modify, change, or replace their own code at runtime.   A security agent installed on the host machine intercepts API calls between a process and operating system. Intercepted API calls are then compared against attack signatures/patterns to identify API calls that modify executable memory or modify the entry point address of a suspended child process. Attack patterns include:  Executable code of a suspended child process removed from memory by one or more API calls. New executable code injected and / or loaded into memory of a suspended child process by one or more API calls. Executable code modified by one or more API calls. Next instruction pointer value in memory modified by one or more API calls.  Comparing loaded code segments of processes with what is expected to have been loaded from a file can result in false positives, due to legitimate uses of self-modification for decrypting or uncompressing code segments."
Process Spawn Analysis,"Analyzing spawn arguments or attributes of a process to detect processes that are unauthorized.   Process attributes are established when an operating system spawns a new process. These attributes are analyzed to look for the presence or absence of specific values or patterns.  Some attributes of interest are:  user process name image path security content   Attackers can spoof the parent process identifier (PPID), which could bypass this defense to allow execution of a malicious process from an arbitrary parent process. Attackers could have legitimately compromised any of the process properties, such as the user, to make the execution appear legitimate. Location: If the full image path is not checked, there could be a conflict with an executable that appears earlier due to resolution involving the system environment path/classpath variable. Parsing issues: If the raw command from a shell is analyzed, rather than the actual function call, it is important to identify the actual command  being run from its arguments.  In Windows, services with unquoted file paths containing spaces will try to use the first token as the executable and the rest as arguments -- and shift tokens to the executable until a valid one is found. Some operating systems can spawn processes without forking. "
Process Lineage Analysis,"Identification of suspicious processes executing on an end-point device by examining the ancestry and siblings of a process, and the associated metadata of each node on the tree, such as process execution, duration, and order relative to siblings and ancestors. Process tree analysis techniques gather information on how a process was initiated to determine if a process is malicious. For example, if a process was not initiated from boot or not initiated by another process, that process is identified as suspicious. Also, if a new process was started before a process initiated by the device (ex. during boot) and that new process was not initiated by a user (which can be determined by examining process parameters such as type of process, its creator, source, etc.) the process is identified as suspicious.  For example, Microsoft Word may block execution of any subprocess that is not in an approved path.  Attackers may spoof the parent PID (https://attack.mitre.org/techniques/T1502/), rendering such after-the-fact analysis on process lineage ineffective. Processes may hide from various means of detection; an example on Linux is where a rootkit might remove key files for the process from its directory in /proc. Zombie processes. "
Script Execution Analysis,"Analyzing the execution of a script to detect unauthorized user activity.   Software installed on the host system hooks into a scripting engine to intercept commands before they are executed and block commands if they are determined to be harmful. Pattern matching is used to identify unauthorized commands or in the case of script files, a hash of the file is compared against hashes of known unauthorized script files. List of known unauthorized script files or regular expression patterns must be kept up to date to ensure detection of new threats."
Shadow Stack Comparisons,"Comparing a call stack in system memory with a shadow call stack maintained by the processor to determine unauthorized shellcode activity.   This technique compares the call stack stored in system memory with the shadow call stack maintained in the cache memory of the processor.  Mismatches between the two are compared since a return oriented programming attack may only be able to control or spoof the call stack and not the shadow call stack. Mismatches are counted and if the number of mismatches exceeds a certain threshold it is an indication of unauthorized activity and a security response action is performed. If the threshold for detecting a stack anomaly is low, it may not detect a return-oriented attack with just one gadget, such as a return-to-libc or return-to-plt attack.  Additionally, this technique may not detect JOP (Jump-oriented programming), as the return instruction is not executed."
System Call Analysis,"Analyzing system calls to determine whether a process is exhibiting unauthorized behavior.   System calls are APIs between a user application and the operating system [1]. By analyzing a process's use of these APIs, it is, in some cases, possible to ascertain whether a program is exhibiting unauthorized behavior, including trying to escalate its privileges. A common method to capture system calls is to use kernel APIs to hook [2] a process's system call invocations. The Linux system call ptrace tracks other system calls in a process and allows their alteration; this is made use of by GDB.  strace utilizes ptrace and will print to stdout each system call invoked. Other applications record this data in local or remote databases. The log entry for each system call, which may reference additional information such as the date and time, and the process tree for the process which made the system call, is relayed, in real time or post-facto, to an analysis module which consults a catalog or model to determine whether the distribution matches a known-good or known-bad pattern. System calls are analyzed with a variety of methods. Some analytics look for specific sequences of instructions, others may apply statistical methods to identify abnormal behavior. Sequences of instructions can be abstracted into conceptually higher order user activities, for example:  An attacker executes many system calls in a short period of time, with several sequences which could be used to escalate privileges. Getting the contents from a URL, writing to a new file, and then executing the same file. A ransomware program which either uses a loop or creates many threads to: read a specified file, encrypt its contents, create an output file with a similar name to the original file, and delete the unencrypted original.   Duplicative or extraneous system calls may be added to malware to defeat analytics. Malware could replace API hooking instructions to allow system calls to be made without being monitored. A model built from a training set of system calls and related data may not be updated fast enough to detect new threats.  [1] Syscalls [2] Hooking"
File Creation Analysis,Analyzing the properties of file create system call invocations.  
User Behavior Analysis,"Analysis of user behavior and patterns for the purpose of detecting unauthorized user activity. Some techniques monitor patterns of human behavior and then apply algorithms and to identify patterns such as repeated login attempts from a single IP address or large file downloads, or abnormal accesses. Other techniques may have explicit or rigid definitions of ""bad behavior"" which are then matched against instances in a computer network environment."
Authentication Event Thresholding,"Collecting authentication events, creating a baseline user profile, and determining whether authentication events are consistent with the baseline profile.   Authentication event data is collected (logon information such as device id, time of day, day of week, geo-location, etc.) to create an activity baseline. Then, a threshold is determined either through a manually specified configuration, or a statistical analysis of deviations in historical data. New authentication events are evaluated to determine if a threshold is exceeded. Thresholds can be static or dynamic. As a result of the analysis, actions taken could include:  Account Locking Raising an alert   Directory server logs VPN Server logs IDAM Capability logs NAC logs Authentication client logs Kerberos network traffic LDAP network traffic  This technique covers statistical outliers. Though depending on the complexity or dimensionality of the data considered, outliers may not be obvious to a human analyst reviewing events in simplistic analytic views. If the malicious activity is not statistically different from benign activity, an alert threshold will not be met."
Authorization Event Thresholding,"Collecting authorization events, creating a baseline user profile, and determining whether authorization events are consistent with the baseline profile.   Authorization event data is collected to create a baseline user profile. Authorization events that deviate from the baseline and exceed a static or dynamic threshold are identified for further action. Authorization events can include successful and failed authorization attempts as well as events related to permissions including viewing, editing, deleting, creating files, databases etc. Depending on the complexity of the data considered, outliers may not be obvious to a human analyst reviewing events in simplistic analytic views. If malicious activity is not statistically different from benign activity, an alert threshold will not be met."
